symbol,exchange,sec_id,sec_name,sec_abbr,sec_type1,sec_type2,listed_date,delisted_date
SHSE.688039,SHSE,688039,当虹科技,DHKJ,1010,101001,2019-12-11,2038-01-01
SHSE.688041,SHSE,688041,海光信息,HGXX,1010,101001,2022-08-12,2038-01-01
SHSE.688045,SHSE,688045,必易微,BYW,1010,101001,2022-05-26,2038-01-01
SHSE.688046,SHSE,688046,药康生物,YKSW,1010,101001,2022-04-25,2038-01-01
SHSE.688047,SHSE,688047,龙芯中科,LXZK,1010,101001,2022-06-24,2038-01-01
SHSE.688048,SHSE,688048,长光华芯,CGHX,1010,101001,2022-04-01,2038-01-01
SHSE.688049,SHSE,688049,炬芯科技,JXKJ,1010,101001,2021-11-29,2038-01-01
SHSE.688050,SHSE,688050,爱博医疗,ABYL,1010,101001,2020-07-29,2038-01-01
SHSE.688051,SHSE,688051,佳华科技,JHKJ,1010,101001,2020-03-20,2038-01-01
SHSE.688052,SHSE,688052,纳芯微,NXW,1010,101001,2022-04-22,2038-01-01
SHSE.688053,SHSE,688053,思科瑞,SKR,1010,101001,2022-07-08,2038-01-01
SHSE.688055,SHSE,688055,龙腾光电,LTGD,1010,101001,2020-08-17,2038-01-01
SHSE.688056,SHSE,688056,莱伯泰科,LBTK,1010,101001,2020-09-02,2038-01-01
SHSE.688057,SHSE,688057,金达莱,JDL,1010,101001,2020-11-11,2038-01-01
SHSE.688058,SHSE,688058,宝兰德,BLD,1010,101001,2019-11-01,2038-01-01
SHSE.688059,SHSE,688059,华锐精密,HRJM,1010,101001,2021-02-08,2038-01-01
SHSE.688060,SHSE,688060,云涌科技,YYKJ,1010,101001,2020-07-10,2038-01-01
SHSE.688061,SHSE,688061,灿瑞科技,CRKJ,1010,101001,2022-10-18,2038-01-01
SHSE.688062,SHSE,688062,迈威生物,MWSW,1010,101001,2022-01-18,2038-01-01
SHSE.688063,SHSE,688063,派能科技,PNKJ,1010,101001,2020-12-30,2038-01-01
SHSE.688065,SHSE,688065,凯赛生物,KSSW,1010,101001,2020-08-12,2038-01-01
SHSE.688066,SHSE,688066,航天宏图,HTHT,1010,101001,2019-07-22,2038-01-01
SHSE.688067,SHSE,688067,爱威科技,AWKJ,1010,101001,2021-06-16,2038-01-01
SHSE.688068,SHSE,688068,热景生物,RJSW,1010,101001,2019-09-30,2038-01-01
SHSE.688069,SHSE,688069,德林海,DLH,1010,101001,2020-07-22,2038-01-01
SHSE.688070,SHSE,688070,纵横股份,ZHGF,1010,101001,2021-02-10,2038-01-01
SHSE.688071,SHSE,688071,华依科技,HYKJ,1010,101001,2021-07-29,2038-01-01
SHSE.688072,SHSE,688072,拓荆科技,TJKJ,1010,101001,2022-04-20,2038-01-01
SHSE.688073,SHSE,688073,毕得医药,BDYY,1010,101001,2022-10-11,2038-01-01
SHSE.688075,SHSE,688075,安旭生物,AXSW,1010,101001,2021-11-18,2038-01-01
SHSE.688076,SHSE,688076,诺泰生物,NTSW,1010,101001,2021-05-20,2038-01-01
SHSE.688077,SHSE,688077,大地熊,DDX,1010,101001,2020-07-22,2038-01-01
SHSE.688078,SHSE,688078,龙软科技,LRKJ,1010,101001,2019-12-30,2038-01-01
SHSE.688079,SHSE,688079,美迪凯,MDK,1010,101001,2021-03-02,2038-01-01
SHSE.688080,SHSE,688080,映翰通,YHT,1010,101001,2020-02-12,2038-01-01
SHSE.688081,SHSE,688081,兴图新科,XTXK,1010,101001,2020-01-06,2038-01-01
SHSE.688082,SHSE,688082,盛美上海,SMSH,1010,101001,2021-11-18,2038-01-01
SHSE.688083,SHSE,688083,中望软件,ZWRJ,1010,101001,2021-03-11,2038-01-01
SHSE.688084,SHSE,688084,晶品特装,JPTZ,1010,101001,2022-12-08,2038-01-01
SHSE.688085,SHSE,688085,三友医疗,SYYL,1010,101001,2020-04-09,2038-01-01
SHSE.688087,SHSE,688087,英科再生,YKZS,1010,101001,2021-07-09,2038-01-01
SHSE.688088,SHSE,688088,虹软科技,HRKJ,1010,101001,2019-07-22,2038-01-01
SHSE.688089,SHSE,688089,嘉必优,JBY,1010,101001,2019-12-19,2038-01-01
SHSE.688090,SHSE,688090,瑞松科技,RSKJ,1010,101001,2020-02-17,2038-01-01
SHSE.688091,SHSE,688091,上海谊众,SHYZ,1010,101001,2021-09-09,2038-01-01
SHSE.688092,SHSE,688092,爱科科技,AKKJ,1010,101001,2021-03-19,2038-01-01
SHSE.688093,SHSE,688093,世华科技,SHKJ,1010,101001,2020-09-30,2038-01-01
SHSE.688095,SHSE,688095,福昕软件,FXRJ,1010,101001,2020-09-08,2038-01-01
SHSE.688096,SHSE,688096,京源环保,JYHB,1010,101001,2020-04-09,2038-01-01
SHSE.688097,SHSE,688097,博众精工,BZJG,1010,101001,2021-05-12,2038-01-01
SHSE.688098,SHSE,688098,申联生物,SLSW,1010,101001,2019-10-28,2038-01-01
SHSE.688099,SHSE,688099,晶晨股份,JCGF,1010,101001,2019-08-08,2038-01-01
SHSE.688100,SHSE,688100,威胜信息,WSXX,1010,101001,2020-01-21,2038-01-01
SHSE.688101,SHSE,688101,三达膜,SDM,1010,101001,2019-11-15,2038-01-01
SHSE.688102,SHSE,688102,斯瑞新材,SRXC,1010,101001,2022-03-16,2038-01-01
SHSE.688103,SHSE,688103,国力股份,GLGF,1010,101001,2021-09-10,2038-01-01
SHSE.688105,SHSE,688105,诺唯赞,NWZ,1010,101001,2021-11-15,2038-01-01
SHSE.688106,SHSE,688106,金宏气体,JHQT,1010,101001,2020-06-16,2038-01-01
SHSE.688107,SHSE,688107,安路科技,ALKJ,1010,101001,2021-11-12,2038-01-01
SHSE.688108,SHSE,688108,赛诺医疗,SNYL,1010,101001,2019-10-30,2038-01-01
SHSE.688109,SHSE,688109,品茗科技,PMKJ,1010,101001,2021-03-30,2038-01-01
SHSE.688110,SHSE,688110,东芯股份,DXGF,1010,101001,2021-12-10,2038-01-01
SHSE.688111,SHSE,688111,金山办公,JSBG,1010,101001,2019-11-18,2038-01-01
SHSE.688112,SHSE,688112,鼎阳科技,DYKJ,1010,101001,2021-12-01,2038-01-01
SHSE.688113,SHSE,688113,联测科技,LCKJ,1010,101001,2021-05-06,2038-01-01
SHSE.688114,SHSE,688114,华大智造,HDZZ,1010,101001,2022-09-09,2038-01-01
SHSE.688115,SHSE,688115,思林杰,SLJ,1010,101001,2022-03-14,2038-01-01
SHSE.688116,SHSE,688116,天奈科技,TNKJ,1010,101001,2019-09-25,2038-01-01
SHSE.688117,SHSE,688117,圣诺生物,SNSW,1010,101001,2021-06-03,2038-01-01
SHSE.688118,SHSE,688118,普元信息,PYXX,1010,101001,2019-12-04,2038-01-01
SHSE.688119,SHSE,688119,中钢洛耐,ZGLN,1010,101001,2022-06-06,2038-01-01
SHSE.688120,SHSE,688120,华海清科,HHQK,1010,101001,2022-06-08,2038-01-01
SHSE.688121,SHSE,688121,卓然股份,ZRGF,1010,101001,2021-09-06,2038-01-01
SHSE.688122,SHSE,688122,西部超导,XBCD,1010,101001,2019-07-22,2038-01-01
SHSE.688123,SHSE,688123,聚辰股份,JCGF,1010,101001,2019-12-23,2038-01-01
SHSE.688125,SHSE,688125,安达智能,ADZN,1010,101001,2022-04-15,2038-01-01
SHSE.688126,SHSE,688126,沪硅产业,HGCY,1010,101001,2020-04-20,2038-01-01
SHSE.688127,SHSE,688127,蓝特光学,LTGX,1010,101001,2020-09-21,2038-01-01
SHSE.688128,SHSE,688128,中国电研,ZGDY,1010,101001,2019-11-05,2038-01-01
SHSE.688129,SHSE,688129,东来技术,DLJS,1010,101001,2020-10-23,2038-01-01
SHSE.688130,SHSE,688130,晶华微,JHW,1010,101001,2022-07-29,2038-01-01
SHSE.688131,SHSE,688131,皓元医药,HYYY,1010,101001,2021-06-08,2038-01-01
SHSE.688132,SHSE,688132,邦彦技术,BYJS,1010,101001,2022-09-23,2038-01-01
SHSE.688133,SHSE,688133,泰坦科技,TTKJ,1010,101001,2020-10-30,2038-01-01
SHSE.688135,SHSE,688135,利扬芯片,LYXP,1010,101001,2020-11-11,2038-01-01
SHSE.688136,SHSE,688136,科兴制药,KXZY,1010,101001,2020-12-14,2038-01-01
SHSE.688137,SHSE,688137,近岸蛋白,JADB,1010,101001,2022-09-29,2038-01-01
SHSE.688138,SHSE,688138,清溢光电,QYGD,1010,101001,2019-11-20,2038-01-01
SHSE.688139,SHSE,688139,海尔生物,HESW,1010,101001,2019-10-25,2038-01-01
SHSE.688141,SHSE,688141,杰华特,JHT,1010,101001,2022-12-23,2038-01-01
SHSE.688143,SHSE,688143,长盈通,CYT,1010,101001,2022-12-12,2038-01-01
SHSE.688146,SHSE,688146,中船特气,ZCTQ,1010,101001,2023-04-21,2038-01-01
SHSE.688147,SHSE,688147,微导纳米,WDNM,1010,101001,2022-12-23,2038-01-01
SHSE.688148,SHSE,688148,芳源股份,FYGF,1010,101001,2021-08-06,2038-01-01
SHSE.688150,SHSE,688150,莱特光电,LTGD,1010,101001,2022-03-18,2038-01-01
SHSE.688151,SHSE,688151,华强科技,HQKJ,1010,101001,2021-12-06,2038-01-01
SHSE.688152,SHSE,688152,麒麟信安,QLXA,1010,101001,2022-10-28,2038-01-01
SHSE.688153,SHSE,688153,唯捷创芯,WJCX,1010,101001,2022-04-12,2038-01-01
SHSE.688155,SHSE,688155,先惠技术,XHJS,1010,101001,2020-08-11,2038-01-01
SHSE.688156,SHSE,688156,路德环境,LDHJ,1010,101001,2020-09-22,2038-01-01
SHSE.688157,SHSE,688157,松井股份,SJGF,1010,101001,2020-06-09,2038-01-01
SHSE.688158,SHSE,688158,优刻得,YKD,1010,101001,2020-01-20,2038-01-01
SHSE.688159,SHSE,688159,有方科技,YFKJ,1010,101001,2020-01-23,2038-01-01
SHSE.688160,SHSE,688160,步科股份,BKGF,1010,101001,2020-11-12,2038-01-01
SHSE.688161,SHSE,688161,威高骨科,WGGK,1010,101001,2021-06-30,2038-01-01
SHSE.688162,SHSE,688162,巨一科技,JYKJ,1010,101001,2021-11-10,2038-01-01
SHSE.688163,SHSE,688163,赛伦生物,SLSW,1010,101001,2022-03-11,2038-01-01
SHSE.688165,SHSE,688165,埃夫特,AFT,1010,101001,2020-07-15,2038-01-01
SHSE.688166,SHSE,688166,博瑞医药,BRYY,1010,101001,2019-11-08,2038-01-01
SHSE.688167,SHSE,688167,炬光科技,JGKJ,1010,101001,2021-12-24,2038-01-01
SHSE.688168,SHSE,688168,安博通,ABT,1010,101001,2019-09-06,2038-01-01
SHSE.688169,SHSE,688169,石头科技,STKJ,1010,101001,2020-02-21,2038-01-01
SHSE.688170,SHSE,688170,德龙激光,DLJG,1010,101001,2022-04-29,2038-01-01
SHSE.688171,SHSE,688171,纬德信息,WDXX,1010,101001,2022-01-27,2038-01-01
SHSE.688172,SHSE,688172,燕东微,YDW,1010,101001,2022-12-16,2038-01-01
SHSE.688173,SHSE,688173,希荻微,XDW,1010,101001,2022-01-21,2038-01-01
SHSE.688175,SHSE,688175,高凌信息,GLXX,1010,101001,2022-03-15,2038-01-01
SHSE.688176,SHSE,688176,亚虹医药,YHYY,1010,101001,2022-01-07,2038-01-01
SHSE.688177,SHSE,688177,百奥泰,BAT,1010,101001,2020-02-21,2038-01-01
SHSE.688178,SHSE,688178,万德斯,WDS,1010,101001,2020-01-14,2038-01-01
SHSE.688179,SHSE,688179,阿拉丁,ALD,1010,101001,2020-10-26,2038-01-01
SHSE.688180,SHSE,688180,君实生物,JSSW,1010,101001,2020-07-15,2038-01-01
SHSE.688181,SHSE,688181,八亿时空,BYSK,1010,101001,2020-01-06,2038-01-01
SHSE.688182,SHSE,688182,灿勤科技,CQKJ,1010,101001,2021-11-16,2038-01-01
SHSE.688183,SHSE,688183,生益电子,SYDZ,1010,101001,2021-02-25,2038-01-01
SHSE.688184,SHSE,688184,帕瓦股份,PWGF,1010,101001,2022-09-19,2038-01-01
SHSE.688185,SHSE,688185,康希诺,KXN,1010,101001,2020-08-13,2038-01-01
SHSE.688186,SHSE,688186,广大特材,GDTC,1010,101001,2020-02-11,2038-01-01
SHSE.688187,SHSE,688187,时代电气,SDDQ,1010,101001,2021-09-07,2038-01-01
SHSE.688188,SHSE,688188,柏楚电子,BCDZ,1010,101001,2019-08-08,2038-01-01
SHSE.688189,SHSE,688189,南新制药,NXZY,1010,101001,2020-03-26,2038-01-01
SHSE.688190,SHSE,688190,云路股份,YLGF,1010,101001,2021-11-26,2038-01-01
SHSE.688191,SHSE,688191,智洋创新,ZYCX,1010,101001,2021-04-08,2038-01-01
SHSE.688192,SHSE,688192,迪哲医药,DZYY,1010,101001,2021-12-10,2038-01-01
SHSE.688193,SHSE,688193,仁度生物,RDSW,1010,101001,2022-03-30,2038-01-01
SHSE.688195,SHSE,688195,腾景科技,TJKJ,1010,101001,2021-03-26,2038-01-01
SHSE.688196,SHSE,688196,卓越新能,ZYXN,1010,101001,2019-11-21,2038-01-01
SHSE.688197,SHSE,688197,首药控股,SYKG,1010,101001,2022-03-23,2038-01-01
SHSE.688198,SHSE,688198,佰仁医疗,BRYL,1010,101001,2019-12-09,2038-01-01
SHSE.688199,SHSE,688199,久日新材,JRXC,1010,101001,2019-11-05,2038-01-01
SHSE.688200,SHSE,688200,华峰测控,HFCK,1010,101001,2020-02-18,2038-01-01
SHSE.688201,SHSE,688201,信安世纪,XASJ,1010,101001,2021-04-21,2038-01-01
SHSE.688202,SHSE,688202,美迪西,MDX,1010,101001,2019-11-05,2038-01-01
SHSE.688203,SHSE,688203,海正生材,HZSC,1010,101001,2022-08-16,2038-01-01
SHSE.688205,SHSE,688205,德科立,DKL,1010,101001,2022-08-09,2038-01-01
SHSE.688206,SHSE,688206,概伦电子,GLDZ,1010,101001,2021-12-28,2038-01-01
SHSE.688207,SHSE,688207,格灵深瞳,GLST,1010,101001,2022-03-17,2038-01-01
SHSE.688208,SHSE,688208,道通科技,DTKJ,1010,101001,2020-02-13,2038-01-01
SHSE.688209,SHSE,688209,英集芯,YJX,1010,101001,2022-04-19,2038-01-01
SHSE.688210,SHSE,688210,统联精密,TLJM,1010,101001,2021-12-27,2038-01-01
SHSE.688211,SHSE,688211,中科微至,ZKWZ,1010,101001,2021-10-26,2038-01-01
SHSE.688212,SHSE,688212,澳华内镜,AHNJ,1010,101001,2021-11-15,2038-01-01
SHSE.688213,SHSE,688213,思特威,STW,1010,101001,2022-05-20,2038-01-01
SHSE.688215,SHSE,688215,瑞晟智能,RSZN,1010,101001,2020-08-28,2038-01-01
SHSE.688216,SHSE,688216,气派科技,QPKJ,1010,101001,2021-06-23,2038-01-01
SHSE.688217,SHSE,688217,睿昂基因,RAJY,1010,101001,2021-05-17,2038-01-01
SHSE.688218,SHSE,688218,江苏北人,JSBR,1010,101001,2019-12-11,2038-01-01
SHSE.688219,SHSE,688219,会通股份,HTGF,1010,101001,2020-11-18,2038-01-01
SHSE.688220,SHSE,688220,翱捷科技,AJKJ,1010,101001,2022-01-14,2038-01-01
SHSE.688221,SHSE,688221,前沿生物,QYSW,1010,101001,2020-10-28,2038-01-01
SHSE.688222,SHSE,688222,成都先导,CDXD,1010,101001,2020-04-16,2038-01-01
SHSE.688223,SHSE,688223,晶科能源,JKNY,1010,101001,2022-01-26,2038-01-01
SHSE.688225,SHSE,688225,亚信安全,YXAQ,1010,101001,2022-02-09,2038-01-01
SHSE.688226,SHSE,688226,威腾电气,WTDQ,1010,101001,2021-07-07,2038-01-01
SHSE.688227,SHSE,688227,品高股份,PGGF,1010,101001,2021-12-30,2038-01-01
SHSE.688228,SHSE,688228,开普云,KPY,1010,101001,2020-03-27,2038-01-01
SHSE.688229,SHSE,688229,博睿数据,BRSJ,1010,101001,2020-08-17,2038-01-01
SHSE.688230,SHSE,688230,芯导科技,XDKJ,1010,101001,2021-12-01,2038-01-01
SHSE.688231,SHSE,688231,隆达股份,LDGF,1010,101001,2022-07-22,2038-01-01
SHSE.688232,SHSE,688232,新点软件,XDRJ,1010,101001,2021-11-17,2038-01-01
SHSE.688233,SHSE,688233,神工股份,SGGF,1010,101001,2020-02-21,2038-01-01
SHSE.688234,SHSE,688234,天岳先进,TYXJ,1010,101001,2022-01-12,2038-01-01
SHSE.688235,SHSE,688235,百济神州,BJSZ,1010,101001,2021-12-15,2038-01-01
SHSE.688236,SHSE,688236,春立医疗,CLYL,1010,101001,2021-12-30,2038-01-01
SHSE.688237,SHSE,688237,超卓航科,CZHK,1010,101001,2022-07-01,2038-01-01
SHSE.688238,SHSE,688238,和元生物,HYSW,1010,101001,2022-03-22,2038-01-01
SHSE.688239,SHSE,688239,航宇科技,HYKJ,1010,101001,2021-07-05,2038-01-01
SHSE.688244,SHSE,688244,永信至诚,YXZC,1010,101001,2022-10-19,2038-01-01
SHSE.688246,SHSE,688246,嘉和美康,JHMK,1010,101001,2021-12-14,2038-01-01
SHSE.688247,SHSE,688247,宣泰医药,XTYY,1010,101001,2022-08-25,2038-01-01
SHSE.688248,SHSE,688248,南网科技,NWKJ,1010,101001,2021-12-22,2038-01-01
SHSE.688249,SHSE,688249,晶合集成,JHJC,1010,101001,2023-05-05,2038-01-01
SHSE.688251,SHSE,688251,井松智能,JSZN,1010,101001,2022-06-06,2038-01-01
SHSE.688252,SHSE,688252,天德钰,TDY,1010,101001,2022-09-27,2038-01-01
SHSE.688253,SHSE,688253,英诺特,YNT,1010,101001,2022-07-28,2038-01-01
SHSE.688255,SHSE,688255,凯尔达,KED,1010,101001,2021-10-25,2038-01-01
SHSE.688256,SHSE,688256,寒武纪,HWJ,1010,101001,2020-07-20,2038-01-01
SHSE.688257,SHSE,688257,新锐股份,XRGF,1010,101001,2021-10-27,2038-01-01
SHSE.688258,SHSE,688258,卓易信息,ZYXX,1010,101001,2019-12-09,2038-01-01
SHSE.688259,SHSE,688259,创耀科技,CYKJ,1010,101001,2022-01-12,2038-01-01
SHSE.688260,SHSE,688260,昀冢科技,YZKJ,1010,101001,2021-04-06,2038-01-01
SHSE.688261,SHSE,688261,东微半导,DWBD,1010,101001,2022-02-10,2038-01-01
SHSE.688262,SHSE,688262,国芯科技,GXKJ,1010,101001,2022-01-06,2038-01-01
SHSE.688265,SHSE,688265,南模生物,NMSW,1010,101001,2021-12-28,2038-01-01
SHSE.688266,SHSE,688266,泽璟制药,ZJZY,1010,101001,2020-01-23,2038-01-01
SHSE.688267,SHSE,688267,中触媒,ZCM,1010,101001,2022-02-16,2038-01-01
SHSE.688268,SHSE,688268,华特气体,HTQT,1010,101001,2019-12-26,2038-01-01
SHSE.688269,SHSE,688269,凯立新材,KLXC,1010,101001,2021-06-09,2038-01-01
SHSE.688270,SHSE,688270,臻镭科技,ZLKJ,1010,101001,2022-01-27,2038-01-01
SHSE.688271,SHSE,688271,联影医疗,LYYL,1010,101001,2022-08-22,2038-01-01
SHSE.688272,SHSE,688272,富吉瑞,FJR,1010,101001,2021-10-18,2038-01-01
SHSE.688273,SHSE,688273,麦澜德,MLD,1010,101001,2022-08-11,2038-01-01
SHSE.688275,SHSE,688275,万润新能,WRXN,1010,101001,2022-09-29,2038-01-01
SHSE.688276,SHSE,688276,百克生物,BKSW,1010,101001,2021-06-25,2038-01-01
SHSE.688277,SHSE,688277,天智航,TZH,1010,101001,2020-07-07,2038-01-01
SHSE.688278,SHSE,688278,特宝生物,TBSW,1010,101001,2020-01-17,2038-01-01
SHSE.688279,SHSE,688279,峰岹科技,FTKJ,1010,101001,2022-04-20,2038-01-01
SHSE.688280,SHSE,688280,精进电动,JJDD,1010,101001,2021-10-27,2038-01-01
SHSE.688281,SHSE,688281,华秦科技,HQKJ,1010,101001,2022-03-07,2038-01-01
SHSE.688282,SHSE,688282,*ST导航,STDH,1010,101001,2022-03-18,2038-01-01
SHSE.688283,SHSE,688283,坤恒顺维,KHSW,1010,101001,2022-02-15,2038-01-01
SHSE.688285,SHSE,688285,高铁电气,GTDQ,1010,101001,2021-10-20,2038-01-01
SHSE.688286,SHSE,688286,敏芯股份,MXGF,1010,101001,2020-08-10,2038-01-01
SHSE.688287,SHSE,688287,ST观典,STGD,1010,101001,2022-05-25,2038-01-01
SHSE.688288,SHSE,688288,鸿泉物联,HQWL,1010,101001,2019-11-06,2038-01-01
SHSE.688289,SHSE,688289,圣湘生物,SXSW,1010,101001,2020-08-28,2038-01-01
SHSE.688290,SHSE,688290,景业智能,JYZN,1010,101001,2022-04-29,2038-01-01
SHSE.688291,SHSE,688291,金橙子,JCZ,1010,101001,2022-10-26,2038-01-01
SHSE.688292,SHSE,688292,浩瀚深度,HHSD,1010,101001,2022-08-18,2038-01-01
SHSE.688293,SHSE,688293,奥浦迈,APM,1010,101001,2022-09-02,2038-01-01
SHSE.688295,SHSE,688295,中复神鹰,ZFSY,1010,101001,2022-04-06,2038-01-01
SHSE.688296,SHSE,688296,和达科技,HDKJ,1010,101001,2021-07-27,2038-01-01
SHSE.688297,SHSE,688297,中无人机,ZWRJ,1010,101001,2022-06-29,2038-01-01
SHSE.688298,SHSE,688298,东方生物,DFSW,1010,101001,2020-02-05,2038-01-01
SHSE.688299,SHSE,688299,长阳科技,CYKJ,1010,101001,2019-11-06,2038-01-01
SHSE.688300,SHSE,688300,联瑞新材,LRXC,1010,101001,2019-11-15,2038-01-01
SHSE.688301,SHSE,688301,奕瑞科技,YRKJ,1010,101001,2020-09-18,2038-01-01
SHSE.688302,SHSE,688302,海创药业,HCYY,1010,101001,2022-04-12,2038-01-01
SHSE.688303,SHSE,688303,大全能源,DQNY,1010,101001,2021-07-22,2038-01-01
SHSE.688305,SHSE,688305,科德数控,KDSK,1010,101001,2021-07-09,2038-01-01
SHSE.688306,SHSE,688306,均普智能,JPZN,1010,101001,2022-03-22,2038-01-01
SHSE.688307,SHSE,688307,中润光学,ZRGX,1010,101001,2023-02-16,2038-01-01
SHSE.688308,SHSE,688308,欧科亿,OKY,1010,101001,2020-12-10,2038-01-01
SHSE.688309,SHSE,688309,恒誉环保,HYHB,1010,101001,2020-07-14,2038-01-01
SHSE.688310,SHSE,688310,迈得医疗,MDYL,1010,101001,2019-12-03,2038-01-01
SHSE.688311,SHSE,688311,盟升电子,MSDZ,1010,101001,2020-07-31,2038-01-01
SHSE.688312,SHSE,688312,燕麦科技,YMKJ,1010,101001,2020-06-08,2038-01-01
SHSE.688313,SHSE,688313,仕佳光子,SJGZ,1010,101001,2020-08-12,2038-01-01
SHSE.688314,SHSE,688314,康拓医疗,KTYL,1010,101001,2021-05-18,2038-01-01
SHSE.688315,SHSE,688315,诺禾致源,NHZY,1010,101001,2021-04-13,2038-01-01
SHSE.688316,SHSE,688316,青云科技,QYKJ,1010,101001,2021-03-16,2038-01-01
SHSE.688317,SHSE,688317,之江生物,ZJSW,1010,101001,2021-01-18,2038-01-01
SHSE.688318,SHSE,688318,财富趋势,CFQS,1010,101001,2020-04-27,2038-01-01
SHSE.688319,SHSE,688319,欧林生物,OLSW,1010,101001,2021-06-08,2038-01-01
SHSE.688320,SHSE,688320,禾川科技,HCKJ,1010,101001,2022-04-28,2038-01-01
SHSE.688321,SHSE,688321,微芯生物,WXSW,1010,101001,2019-08-12,2038-01-01
SHSE.688322,SHSE,688322,奥比中光,ABZG,1010,101001,2022-07-07,2038-01-01
SHSE.688323,SHSE,688323,瑞华泰,RHT,1010,101001,2021-04-28,2038-01-01
SHSE.688325,SHSE,688325,赛微微电,SWWD,1010,101001,2022-04-22,2038-01-01
SHSE.688326,SHSE,688326,经纬恒润,JWHR,1010,101001,2022-04-19,2038-01-01
SHSE.688327,SHSE,688327,云从科技,YCKJ,1010,101001,2022-05-27,2038-01-01
SHSE.688328,SHSE,688328,深科达,SKD,1010,101001,2021-03-09,2038-01-01
SHSE.688329,SHSE,688329,艾隆科技,ALKJ,1010,101001,2021-03-29,2038-01-01
SHSE.688330,SHSE,688330,宏力达,HLD,1010,101001,2020-10-15,2038-01-01
SHSE.688331,SHSE,688331,荣昌生物,RCSW,1010,101001,2022-03-31,2038-01-01
SHSE.688332,SHSE,688332,中科蓝讯,ZKLX,1010,101001,2022-07-15,2038-01-01
SHSE.688333,SHSE,688333,铂力特,BLT,1010,101001,2019-07-22,2038-01-01
SHSE.688334,SHSE,688334,西高院,XGY,1010,101001,2023-06-19,2038-01-01
SHSE.688335,SHSE,688335,复洁环保,FJHB,1010,101001,2020-08-17,2038-01-01
SHSE.688336,SHSE,688336,三生国健,SSGJ,1010,101001,2020-07-22,2038-01-01
SHSE.688337,SHSE,688337,普源精电,PYJD,1010,101001,2022-04-08,2038-01-01
SHSE.688338,SHSE,688338,赛科希德,SKXD,1010,101001,2020-08-06,2038-01-01
SHSE.688339,SHSE,688339,亿华通,YHT,1010,101001,2020-08-10,2038-01-01
SHSE.688343,SHSE,688343,云天励飞,YTLF,1010,101001,2023-04-04,2038-01-01
SHSE.688345,SHSE,688345,博力威,BLW,1010,101001,2021-06-11,2038-01-01
SHSE.688347,SHSE,688347,华虹公司,HHGS,1010,101001,2023-08-07,2038-01-01
SHSE.688348,SHSE,688348,昱能科技,YNKJ,1010,101001,2022-06-08,2038-01-01
SHSE.688349,SHSE,688349,三一重能,SYZN,1010,101001,2022-06-22,2038-01-01
SHSE.688350,SHSE,688350,富淼科技,FMKJ,1010,101001,2021-01-28,2038-01-01
SHSE.688351,SHSE,688351,微电生理,WDSL,1010,101001,2022-08-31,2038-01-01
SHSE.688352,SHSE,688352,颀中科技,QZKJ,1010,101001,2023-04-20,2038-01-01
SHSE.688353,SHSE,688353,华盛锂电,HSLD,1010,101001,2022-07-13,2038-01-01
SHSE.688355,SHSE,688355,明志科技,MZKJ,1010,101001,2021-05-12,2038-01-01
SHSE.688356,SHSE,688356,键凯科技,JKKJ,1010,101001,2020-08-26,2038-01-01
SHSE.688357,SHSE,688357,建龙微纳,JLWN,1010,101001,2019-12-04,2038-01-01
SHSE.688358,SHSE,688358,祥生医疗,XSYL,1010,101001,2019-12-03,2038-01-01
SHSE.688359,SHSE,688359,三孚新科,SFXK,1010,101001,2021-05-21,2038-01-01
SHSE.688360,SHSE,688360,德马科技,DMKJ,1010,101001,2020-06-02,2038-01-01
SHSE.688361,SHSE,688361,中科飞测,ZKFC,1010,101001,2023-05-19,2038-01-01
SHSE.688362,SHSE,688362,甬矽电子,YXDZ,1010,101001,2022-11-16,2038-01-01
SHSE.688363,SHSE,688363,华熙生物,HXSW,1010,101001,2019-11-06,2038-01-01
SHSE.688365,SHSE,688365,光云科技,GYKJ,1010,101001,2020-04-29,2038-01-01
SHSE.688366,SHSE,688366,昊海生科,HHSK,1010,101001,2019-10-30,2038-01-01
SHSE.688367,SHSE,688367,工大高科,GDGK,1010,101001,2021-06-28,2038-01-01
SHSE.688368,SHSE,688368,晶丰明源,JFMY,1010,101001,2019-10-14,2038-01-01
SHSE.688369,SHSE,688369,致远互联,ZYHL,1010,101001,2019-10-31,2038-01-01
SHSE.688370,SHSE,688370,丛麟科技,CLKJ,1010,101001,2022-08-25,2038-01-01
SHSE.688371,SHSE,688371,菲沃泰,FWT,1010,101001,2022-08-02,2038-01-01
SHSE.688372,SHSE,688372,伟测科技,WCKJ,1010,101001,2022-10-26,2038-01-01
SHSE.688373,SHSE,688373,盟科药业,MKYY,1010,101001,2022-08-05,2038-01-01
SHSE.688375,SHSE,688375,国博电子,GBDZ,1010,101001,2022-07-22,2038-01-01
SHSE.688376,SHSE,688376,美埃科技,MAKJ,1010,101001,2022-11-18,2038-01-01
SHSE.688377,SHSE,688377,迪威尔,DWE,1010,101001,2020-07-08,2038-01-01
SHSE.688378,SHSE,688378,奥来德,ALD,1010,101001,2020-09-03,2038-01-01
SHSE.688379,SHSE,688379,华光新材,HGXC,1010,101001,2020-08-19,2038-01-01
SHSE.688380,SHSE,688380,中微半导,ZWBD,1010,101001,2022-08-05,2038-01-01
