symbol,exchange,sec_id,sec_name,sec_abbr,sec_type1,sec_type2,listed_date,delisted_date
SHSE.600000,SHSE,600000,浦发银行,PFYH,1010,101001,1999-11-10,2038-01-01
SHSE.600004,SHSE,600004,白云机场,BYJC,1010,101001,2003-04-28,2038-01-01
SHSE.600006,SHSE,600006,东风股份,DFGF,1010,101001,1999-07-27,2038-01-01
SHSE.600007,SHSE,600007,中国国贸,ZGGM,1010,101001,1999-03-12,2038-01-01
SHSE.600008,SHSE,600008,首创环保,SCHB,1010,101001,2000-04-27,2038-01-01
SHSE.600009,SHSE,600009,上海机场,SHJC,1010,101001,1998-02-18,2038-01-01
SHSE.600010,SHSE,600010,包钢股份,BGGF,1010,101001,2001-03-09,2038-01-01
SHSE.600011,SHSE,600011,华能国际,HNGJ,1010,101001,2001-12-06,2038-01-01
SHSE.600012,SHSE,600012,皖通高速,WTGS,1010,101001,2003-01-07,2038-01-01
SHSE.600015,SHSE,600015,华夏银行,HXYH,1010,101001,2003-09-12,2038-01-01
SHSE.600016,SHSE,600016,民生银行,MSYH,1010,101001,2000-12-19,2038-01-01
SHSE.600017,SHSE,600017,日照港,RZG,1010,101001,2006-10-17,2038-01-01
SHSE.600018,SHSE,600018,上港集团,SGJT,1010,101001,2006-10-26,2038-01-01
SHSE.600019,SHSE,600019,宝钢股份,BGGF,1010,101001,2000-12-12,2038-01-01
SHSE.600020,SHSE,600020,中原高速,ZYGS,1010,101001,2003-08-08,2038-01-01
SHSE.600021,SHSE,600021,上海电力,SHDL,1010,101001,2003-10-29,2038-01-01
SHSE.600022,SHSE,600022,山东钢铁,SDGT,1010,101001,2004-06-29,2038-01-01
SHSE.600023,SHSE,600023,浙能电力,ZNDL,1010,101001,2013-12-19,2038-01-01
SHSE.600025,SHSE,600025,华能水电,HNSD,1010,101001,2017-12-15,2038-01-01
SHSE.600026,SHSE,600026,中远海能,ZYHN,1010,101001,2002-05-23,2038-01-01
SHSE.600027,SHSE,600027,华电国际,HDGJ,1010,101001,2005-02-03,2038-01-01
SHSE.600028,SHSE,600028,中国石化,ZGSH,1010,101001,2001-08-08,2038-01-01
SHSE.600029,SHSE,600029,南方航空,NFHK,1010,101001,2003-07-25,2038-01-01
SHSE.600030,SHSE,600030,中信证券,ZXZQ,1010,101001,2003-01-06,2038-01-01
SHSE.600031,SHSE,600031,三一重工,SYZG,1010,101001,2003-07-03,2038-01-01
SHSE.600032,SHSE,600032,浙江新能,ZJXN,1010,101001,2021-05-25,2038-01-01
SHSE.600033,SHSE,600033,福建高速,FJGS,1010,101001,2001-02-09,2038-01-01
SHSE.600035,SHSE,600035,楚天高速,CTGS,1010,101001,2004-03-10,2038-01-01
SHSE.600036,SHSE,600036,招商银行,ZSYH,1010,101001,2002-04-09,2038-01-01
SHSE.600037,SHSE,600037,歌华有线,GHYX,1010,101001,2001-02-08,2038-01-01
SHSE.600038,SHSE,600038,中直股份,ZZGF,1010,101001,2000-12-18,2038-01-01
SHSE.600039,SHSE,600039,四川路桥,SCLQ,1010,101001,2003-03-25,2038-01-01
SHSE.600048,SHSE,600048,保利发展,BLFZ,1010,101001,2006-07-31,2038-01-01
SHSE.600050,SHSE,600050,中国联通,ZGLT,1010,101001,2002-10-09,2038-01-01
SHSE.600051,SHSE,600051,宁波联合,NBLH,1010,101001,1997-04-10,2038-01-01
SHSE.600052,SHSE,600052,东望时代,DWSD,1010,101001,1997-04-15,2038-01-01
SHSE.600053,SHSE,600053,九鼎投资,JDTZ,1010,101001,1997-04-18,2038-01-01
SHSE.600054,SHSE,600054,黄山旅游,HSLY,1010,101001,1997-05-06,2038-01-01
SHSE.600055,SHSE,600055,万东医疗,WDYL,1010,101001,1997-05-19,2038-01-01
SHSE.600056,SHSE,600056,中国医药,ZGYY,1010,101001,1997-05-15,2038-01-01
SHSE.600057,SHSE,600057,厦门象屿,XMXY,1010,101001,1997-06-04,2038-01-01
SHSE.600058,SHSE,600058,五矿发展,WKFZ,1010,101001,1997-05-28,2038-01-01
SHSE.600059,SHSE,600059,古越龙山,GYLS,1010,101001,1997-05-16,2038-01-01
SHSE.600060,SHSE,600060,海信视像,HXSX,1010,101001,1997-04-22,2038-01-01
SHSE.600061,SHSE,600061,国投资本,GTZB,1010,101001,1997-05-19,2038-01-01
SHSE.600062,SHSE,600062,华润双鹤,HRSH,1010,101001,1997-05-22,2038-01-01
SHSE.600063,SHSE,600063,皖维高新,WWGX,1010,101001,1997-05-28,2038-01-01
SHSE.600064,SHSE,600064,南京高科,NJGK,1010,101001,1997-05-06,2038-01-01
SHSE.600066,SHSE,600066,宇通客车,YTKC,1010,101001,1997-05-08,2038-01-01
SHSE.600067,SHSE,600067,冠城新材,GCXC,1010,101001,1997-05-08,2038-01-01
SHSE.600070,SHSE,600070,*ST富润,STFR,1010,101001,1997-06-04,2038-01-01
SHSE.600071,SHSE,600071,凤凰光学,FHGX,1010,101001,1997-05-28,2038-01-01
SHSE.600072,SHSE,600072,中船科技,ZCKJ,1010,101001,1997-06-03,2038-01-01
SHSE.600073,SHSE,600073,光明肉业,GMRY,1010,101001,1997-07-04,2038-01-01
SHSE.600075,SHSE,600075,新疆天业,XJTY,1010,101001,1997-06-17,2038-01-01
SHSE.600076,SHSE,600076,康欣新材,KXXC,1010,101001,1997-05-26,2038-01-01
SHSE.600078,SHSE,600078,澄星股份,CXGF,1010,101001,1997-06-27,2038-01-01
SHSE.600079,SHSE,600079,人福医药,RFYY,1010,101001,1997-06-06,2038-01-01
SHSE.600080,SHSE,600080,金花股份,JHGF,1010,101001,1997-06-12,2038-01-01
SHSE.600081,SHSE,600081,东风科技,DFKJ,1010,101001,1997-07-03,2038-01-01
SHSE.600082,SHSE,600082,海泰发展,HTFZ,1010,101001,1997-06-20,2038-01-01
SHSE.600083,SHSE,600083,*ST博信,STBX,1010,101001,1997-06-06,2025-03-05
SHSE.600084,SHSE,600084,中信尼雅,ZXNY,1010,101001,1997-07-11,2038-01-01
SHSE.600085,SHSE,600085,同仁堂,TRT,1010,101001,1997-06-25,2038-01-01
SHSE.600088,SHSE,600088,中视传媒,ZSCM,1010,101001,1997-06-16,2038-01-01
SHSE.600089,SHSE,600089,特变电工,TBDG,1010,101001,1997-06-18,2038-01-01
SHSE.600094,SHSE,600094,大名城,DMC,1010,101001,1997-07-03,2038-01-01
SHSE.600095,SHSE,600095,湘财股份,XCGF,1010,101001,1997-07-08,2038-01-01
SHSE.600096,SHSE,600096,云天化,YTH,1010,101001,1997-07-09,2038-01-01
SHSE.600097,SHSE,600097,开创国际,KCGJ,1010,101001,1997-06-19,2038-01-01
SHSE.600098,SHSE,600098,广州发展,GZFZ,1010,101001,1997-07-18,2038-01-01
SHSE.600099,SHSE,600099,林海股份,LHGF,1010,101001,1997-07-04,2038-01-01
SHSE.600100,SHSE,600100,同方股份,TFGF,1010,101001,1997-06-27,2038-01-01
SHSE.600101,SHSE,600101,明星电力,MXDL,1010,101001,1997-06-27,2038-01-01
SHSE.600103,SHSE,600103,青山纸业,QSZY,1010,101001,1997-07-03,2038-01-01
SHSE.600104,SHSE,600104,上汽集团,SQJT,1010,101001,1997-11-25,2038-01-01
SHSE.600105,SHSE,600105,永鼎股份,YDGF,1010,101001,1997-09-29,2038-01-01
SHSE.600106,SHSE,600106,重庆路桥,CQLQ,1010,101001,1997-06-18,2038-01-01
SHSE.600107,SHSE,600107,美尔雅,MEY,1010,101001,1997-11-06,2038-01-01
SHSE.600108,SHSE,600108,亚盛集团,YSJT,1010,101001,1997-08-18,2038-01-01
SHSE.600109,SHSE,600109,国金证券,GJZQ,1010,101001,1997-08-07,2038-01-01
SHSE.600110,SHSE,600110,诺德股份,NDGF,1010,101001,1997-10-07,2038-01-01
SHSE.600111,SHSE,600111,北方稀土,BFXT,1010,101001,1997-09-24,2038-01-01
SHSE.600113,SHSE,600113,浙江东日,ZJDR,1010,101001,1997-10-21,2038-01-01
SHSE.600114,SHSE,600114,东睦股份,DMGF,1010,101001,2004-05-11,2038-01-01
SHSE.600115,SHSE,600115,中国东航,ZGDH,1010,101001,1997-11-05,2038-01-01
SHSE.600116,SHSE,600116,三峡水利,SXSL,1010,101001,1997-08-04,2038-01-01
SHSE.600117,SHSE,600117,西宁特钢,XNTG,1010,101001,1997-10-15,2038-01-01
SHSE.600118,SHSE,600118,中国卫星,ZGWX,1010,101001,1997-09-08,2038-01-01
SHSE.600119,SHSE,600119,长江投资,CJTZ,1010,101001,1998-01-15,2038-01-01
SHSE.600120,SHSE,600120,浙江东方,ZJDF,1010,101001,1997-12-01,2038-01-01
SHSE.600121,SHSE,600121,郑州煤电,ZZMD,1010,101001,1998-01-07,2038-01-01
SHSE.600123,SHSE,600123,兰花科创,LHKC,1010,101001,1998-12-17,2038-01-01
SHSE.600125,SHSE,600125,铁龙物流,TLWL,1010,101001,1998-05-11,2038-01-01
SHSE.600126,SHSE,600126,杭钢股份,HGGF,1010,101001,1998-03-11,2038-01-01
SHSE.600127,SHSE,600127,金健米业,JJMY,1010,101001,1998-05-06,2038-01-01
SHSE.600128,SHSE,600128,苏豪弘业,SHHY,1010,101001,1997-09-01,2038-01-01
SHSE.600129,SHSE,600129,太极集团,TJJT,1010,101001,1997-11-18,2038-01-01
SHSE.600130,SHSE,600130,波导股份,BDGF,1010,101001,2000-07-06,2038-01-01
SHSE.600131,SHSE,600131,国网信通,GWXT,1010,101001,1998-04-02,2038-01-01
SHSE.600132,SHSE,600132,重庆啤酒,CQPJ,1010,101001,1997-10-30,2038-01-01
SHSE.600133,SHSE,600133,东湖高新,DHGX,1010,101001,1998-02-12,2038-01-01
SHSE.600135,SHSE,600135,乐凯胶片,LKJP,1010,101001,1998-01-22,2038-01-01
SHSE.600136,SHSE,600136,ST明诚,STMC,1010,101001,1998-03-03,2038-01-01
SHSE.600137,SHSE,600137,浪莎股份,LSGF,1010,101001,1998-04-16,2038-01-01
SHSE.600138,SHSE,600138,中青旅,ZQL,1010,101001,1997-12-03,2038-01-01
SHSE.600141,SHSE,600141,兴发集团,XFJT,1010,101001,1999-06-16,2038-01-01
SHSE.600143,SHSE,600143,金发科技,JFKJ,1010,101001,2004-06-23,2038-01-01
SHSE.600148,SHSE,600148,长春一东,CCYD,1010,101001,1998-05-20,2038-01-01
SHSE.600149,SHSE,600149,廊坊发展,LFFZ,1010,101001,1999-10-14,2038-01-01
SHSE.600150,SHSE,600150,中国船舶,ZGCB,1010,101001,1998-05-20,2038-01-01
SHSE.600151,SHSE,600151,航天机电,HTJD,1010,101001,1998-06-05,2038-01-01
SHSE.600152,SHSE,600152,维科技术,WKJS,1010,101001,1998-06-09,2038-01-01
SHSE.600153,SHSE,600153,建发股份,JFGF,1010,101001,1998-06-16,2038-01-01
SHSE.600155,SHSE,600155,华创云信,HCYX,1010,101001,1998-09-18,2038-01-01
SHSE.600156,SHSE,600156,华升股份,HSGF,1010,101001,1998-05-27,2038-01-01
SHSE.600157,SHSE,600157,永泰能源,YTNY,1010,101001,1998-05-13,2038-01-01
SHSE.600158,SHSE,600158,中体产业,ZTCY,1010,101001,1998-03-27,2038-01-01
SHSE.600159,SHSE,600159,大龙地产,DLDC,1010,101001,1998-05-26,2038-01-01
SHSE.600160,SHSE,600160,巨化股份,JHGF,1010,101001,1998-06-26,2038-01-01
SHSE.600161,SHSE,600161,天坛生物,TTSW,1010,101001,1998-06-16,2038-01-01
SHSE.600162,SHSE,600162,香江控股,XJKG,1010,101001,1998-06-09,2038-01-01
SHSE.600163,SHSE,600163,中闽能源,ZMNY,1010,101001,1998-06-02,2038-01-01
SHSE.600165,SHSE,600165,*ST宁科,STNK,1010,101001,1998-05-29,2038-01-01
SHSE.600166,SHSE,600166,福田汽车,FTQC,1010,101001,1998-06-02,2038-01-01
SHSE.600167,SHSE,600167,联美控股,LMKG,1010,101001,1999-01-28,2038-01-01
SHSE.600168,SHSE,600168,武汉控股,WHKG,1010,101001,1998-04-27,2038-01-01
SHSE.600169,SHSE,600169,太原重工,TYZG,1010,101001,1998-09-04,2038-01-01
SHSE.600170,SHSE,600170,上海建工,SHJG,1010,101001,1998-06-23,2038-01-01
SHSE.600171,SHSE,600171,上海贝岭,SHBL,1010,101001,1998-09-24,2038-01-01
SHSE.600172,SHSE,600172,黄河旋风,HHXF,1010,101001,1998-11-26,2038-01-01
SHSE.600173,SHSE,600173,卧龙地产,WLDC,1010,101001,1999-04-15,2038-01-01
SHSE.600176,SHSE,600176,中国巨石,ZGJS,1010,101001,1999-04-22,2038-01-01
SHSE.600177,SHSE,600177,雅戈尔,YGE,1010,101001,1998-11-19,2038-01-01
SHSE.600178,SHSE,600178,东安动力,DADL,1010,101001,1998-10-14,2038-01-01
SHSE.600179,SHSE,600179,安通控股,ATKG,1010,101001,1998-11-04,2038-01-01
SHSE.600180,SHSE,600180,瑞茂通,RMT,1010,101001,1998-07-03,2038-01-01
SHSE.600182,SHSE,600182,S佳通,SJT,1010,101001,1999-05-07,2038-01-01
SHSE.600183,SHSE,600183,生益科技,SYKJ,1010,101001,1998-10-28,2038-01-01
SHSE.600184,SHSE,600184,光电股份,GDGF,1010,101001,2003-11-06,2038-01-01
SHSE.600185,SHSE,600185,格力地产,GLDC,1010,101001,1999-06-11,2038-01-01
SHSE.600186,SHSE,600186,莲花控股,LHKG,1010,101001,1998-08-25,2038-01-01
SHSE.600187,SHSE,600187,国中水务,GZSW,1010,101001,1998-11-11,2038-01-01
SHSE.600188,SHSE,600188,兖矿能源,YKNY,1010,101001,1998-07-01,2038-01-01
SHSE.600189,SHSE,600189,泉阳泉,QYQ,1010,101001,1998-10-07,2038-01-01
SHSE.600190,SHSE,600190,ST锦港,STJG,1010,101001,1999-06-09,2038-01-01
SHSE.600191,SHSE,600191,华资实业,HZSY,1010,101001,1998-12-10,2038-01-01
SHSE.600192,SHSE,600192,长城电工,CCDG,1010,101001,1998-12-24,2038-01-01
SHSE.600193,SHSE,600193,创兴资源,CXZY,1010,101001,1999-05-27,2038-01-01
SHSE.600195,SHSE,600195,中牧股份,ZMGF,1010,101001,1999-01-07,2038-01-01
SHSE.600196,SHSE,600196,复星医药,FXYY,1010,101001,1998-08-07,2038-01-01
SHSE.600197,SHSE,600197,伊力特,YLT,1010,101001,1999-09-16,2038-01-01
SHSE.600198,SHSE,600198,大唐电信,DTDX,1010,101001,1998-10-21,2038-01-01
SHSE.600199,SHSE,600199,金种子酒,JZZJ,1010,101001,1998-08-12,2038-01-01
SHSE.600200,SHSE,600200,江苏吴中,JSWZ,1010,101001,1999-04-01,2038-01-01
SHSE.600201,SHSE,600201,生物股份,SWGF,1010,101001,1999-01-15,2038-01-01
SHSE.600202,SHSE,600202,哈空调,HKT,1010,101001,1999-06-03,2038-01-01
SHSE.600203,SHSE,600203,福日电子,FRDZ,1010,101001,1999-05-14,2038-01-01
SHSE.600206,SHSE,600206,有研新材,YYXC,1010,101001,1999-03-19,2038-01-01
SHSE.600207,SHSE,600207,安彩高科,ACGK,1010,101001,1999-07-14,2038-01-01
SHSE.600208,SHSE,600208,衢州发展,QZFZ,1010,101001,1999-06-23,2038-01-01
SHSE.600210,SHSE,600210,紫江企业,ZJQY,1010,101001,1999-08-24,2038-01-01
SHSE.600211,SHSE,600211,西藏药业,XZYY,1010,101001,1999-07-21,2038-01-01
SHSE.600212,SHSE,600212,绿能慧充,LNHC,1010,101001,1999-08-17,2038-01-01
SHSE.600215,SHSE,600215,派斯林,PSL,1010,101001,1999-09-09,2038-01-01
SHSE.600216,SHSE,600216,浙江医药,ZJYY,1010,101001,1999-10-21,2038-01-01
SHSE.600217,SHSE,600217,中再资环,ZZZH,1010,101001,1999-12-16,2038-01-01
SHSE.600218,SHSE,600218,全柴动力,QCDL,1010,101001,1998-12-03,2038-01-01
SHSE.600219,SHSE,600219,南山铝业,NSLY,1010,101001,1999-12-23,2038-01-01
SHSE.600221,SHSE,600221,海航控股,HHKG,1010,101001,1999-11-25,2038-01-01
SHSE.600222,SHSE,600222,太龙药业,TLYY,1010,101001,1999-11-05,2038-01-01
SHSE.600223,SHSE,600223,福瑞达,FRD,1010,101001,2000-01-13,2038-01-01
SHSE.600225,SHSE,600225,退市卓朗,TSZL,1010,101001,2000-01-27,2025-03-06
SHSE.600226,SHSE,600226,亨通股份,HTGF,1010,101001,1999-11-16,2038-01-01
SHSE.600227,SHSE,600227,赤天化,CTH,1010,101001,2000-02-21,2038-01-01
SHSE.600228,SHSE,600228,返利科技,FLKJ,1010,101001,1999-01-19,2038-01-01
SHSE.600229,SHSE,600229,城市传媒,CSCM,1010,101001,2000-03-09,2038-01-01
SHSE.600230,SHSE,600230,沧州大化,CZDH,1010,101001,2000-04-06,2038-01-01
SHSE.600231,SHSE,600231,凌钢股份,LGGF,1010,101001,2000-05-11,2038-01-01
SHSE.600232,SHSE,600232,金鹰股份,JYGF,1010,101001,2000-06-02,2038-01-01
SHSE.600233,SHSE,600233,圆通速递,YTSD,1010,101001,2000-06-08,2038-01-01
SHSE.600234,SHSE,600234,*ST科新,STKX,1010,101001,2000-06-15,2038-01-01
SHSE.600235,SHSE,600235,民丰特纸,MFTZ,1010,101001,2000-06-15,2038-01-01
SHSE.600236,SHSE,600236,桂冠电力,GGDL,1010,101001,2000-03-23,2038-01-01
SHSE.600237,SHSE,600237,铜峰电子,TFDZ,1010,101001,2000-06-09,2038-01-01
SHSE.600238,SHSE,600238,海南椰岛,HNYD,1010,101001,2000-01-20,2038-01-01
SHSE.600239,SHSE,600239,云南城投,YNCT,1010,101001,1999-12-02,2038-01-01
SHSE.600241,SHSE,600241,时代万恒,SDWH,1010,101001,2000-11-28,2038-01-01
SHSE.600243,SHSE,600243,青海华鼎,QHHD,1010,101001,2000-11-20,2038-01-01
SHSE.600246,SHSE,600246,万通发展,WTFZ,1010,101001,2000-09-22,2038-01-01
SHSE.600248,SHSE,600248,陕建股份,SJGF,1010,101001,2000-06-22,2038-01-01
SHSE.600249,SHSE,600249,两面针,LMZ,1010,101001,2004-01-30,2038-01-01
SHSE.600250,SHSE,600250,南京商旅,NJSL,1010,101001,2001-03-06,2038-01-01
SHSE.600251,SHSE,600251,冠农股份,GNGF,1010,101001,2003-06-09,2038-01-01
SHSE.600252,SHSE,600252,中恒集团,ZHJT,1010,101001,2000-11-30,2038-01-01
SHSE.600255,SHSE,600255,鑫科材料,XKCL,1010,101001,2000-11-22,2038-01-01
SHSE.600256,SHSE,600256,广汇能源,GHNY,1010,101001,2000-05-26,2038-01-01
SHSE.600257,SHSE,600257,大湖股份,DHGF,1010,101001,2000-06-12,2038-01-01
SHSE.600258,SHSE,600258,首旅酒店,SLJD,1010,101001,2000-06-01,2038-01-01
SHSE.600259,SHSE,600259,广晟有色,GSYS,1010,101001,2000-05-25,2038-01-01
SHSE.600261,SHSE,600261,阳光照明,YGZM,1010,101001,2000-07-20,2038-01-01
SHSE.600262,SHSE,600262,北方股份,BFGF,1010,101001,2000-06-30,2038-01-01
SHSE.600265,SHSE,600265,景谷林业,JGLY,1010,101001,2000-08-25,2038-01-01
SHSE.600266,SHSE,600266,城建发展,CJFZ,1010,101001,1999-02-03,2038-01-01
SHSE.600267,SHSE,600267,海正药业,HZYY,1010,101001,2000-07-25,2038-01-01
SHSE.600268,SHSE,600268,国电南自,GDNZ,1010,101001,1999-11-18,2038-01-01
SHSE.600269,SHSE,600269,赣粤高速,GYGS,1010,101001,2000-05-18,2038-01-01
SHSE.600271,SHSE,600271,航天信息,HTXX,1010,101001,2003-07-11,2038-01-01
SHSE.600272,SHSE,600272,开开实业,KKSY,1010,101001,2001-02-28,2038-01-01
SHSE.600273,SHSE,600273,嘉化能源,JHNY,1010,101001,2003-06-27,2038-01-01
SHSE.600276,SHSE,600276,恒瑞医药,HRYY,1010,101001,2000-10-18,2038-01-01
SHSE.600278,SHSE,600278,东方创业,DFCY,1010,101001,2000-07-12,2038-01-01
SHSE.600279,SHSE,600279,重庆港,CQG,1010,101001,2000-07-31,2038-01-01
SHSE.600280,SHSE,600280,中央商场,ZYSC,1010,101001,2000-09-26,2038-01-01
SHSE.600281,SHSE,600281,华阳新材,HYXC,1010,101001,2000-11-09,2038-01-01
SHSE.600282,SHSE,600282,南钢股份,NGGF,1010,101001,2000-09-19,2038-01-01
SHSE.600283,SHSE,600283,钱江水利,QJSL,1010,101001,2000-10-18,2038-01-01
SHSE.600284,SHSE,600284,浦东建设,PDJS,1010,101001,2004-03-16,2038-01-01
SHSE.600285,SHSE,600285,羚锐制药,LRZY,1010,101001,2000-10-18,2038-01-01
SHSE.600287,SHSE,600287,ST舜天,STST,1010,101001,2000-09-01,2038-01-01
SHSE.600288,SHSE,600288,大恒科技,DHKJ,1010,101001,2000-11-29,2038-01-01
SHSE.600289,SHSE,600289,*ST信通,STXT,1010,101001,2000-07-20,2038-01-01
SHSE.600292,SHSE,600292,远达环保,YDHB,1010,101001,2000-11-01,2038-01-01
SHSE.600293,SHSE,600293,三峡新材,SXXC,1010,101001,2000-09-19,2038-01-01
SHSE.600295,SHSE,600295,鄂尔多斯,EEDS,1010,101001,2001-04-26,2038-01-01
SHSE.600298,SHSE,600298,安琪酵母,AQJM,1010,101001,2000-08-18,2038-01-01
SHSE.600299,SHSE,600299,安迪苏,ADS,1010,101001,2000-04-20,2038-01-01
SHSE.600300,SHSE,600300,维维股份,WWGF,1010,101001,2000-06-30,2038-01-01
SHSE.600301,SHSE,600301,华锡有色,HXYS,1010,101001,2000-07-12,2038-01-01
SHSE.600302,SHSE,600302,标准股份,BZGF,1010,101001,2000-12-13,2038-01-01
SHSE.600303,SHSE,600303,ST曙光,STSG,1010,101001,2000-12-26,2038-01-01
SHSE.600305,SHSE,600305,恒顺醋业,HSCY,1010,101001,2001-02-06,2038-01-01
SHSE.600307,SHSE,600307,酒钢宏兴,JGHX,1010,101001,2000-12-20,2038-01-01
SHSE.600308,SHSE,600308,华泰股份,HTGF,1010,101001,2000-09-28,2038-01-01
SHSE.600309,SHSE,600309,万华化学,WHHX,1010,101001,2001-01-05,2038-01-01
SHSE.600310,SHSE,600310,广西能源,GXNY,1010,101001,2001-02-28,2038-01-01
SHSE.600312,SHSE,600312,平高电气,PGDQ,1010,101001,2001-02-21,2038-01-01
SHSE.600313,SHSE,600313,农发种业,NFZY,1010,101001,2001-01-19,2038-01-01
SHSE.600315,SHSE,600315,上海家化,SHJH,1010,101001,2001-03-15,2038-01-01
SHSE.600316,SHSE,600316,洪都航空,HDHK,1010,101001,2000-12-15,2038-01-01
SHSE.600318,SHSE,600318,新力金融,XLJR,1010,101001,2000-12-08,2038-01-01
SHSE.600319,SHSE,600319,亚星化学,YXHX,1010,101001,2001-03-26,2038-01-01
SHSE.600320,SHSE,600320,振华重工,ZHZG,1010,101001,2000-12-21,2038-01-01
SHSE.600322,SHSE,600322,津投城开,JTCK,1010,101001,2001-09-10,2038-01-01
SHSE.600323,SHSE,600323,瀚蓝环境,HLHJ,1010,101001,2000-12-25,2038-01-01
SHSE.600325,SHSE,600325,华发股份,HFGF,1010,101001,2004-02-25,2038-01-01
SHSE.600326,SHSE,600326,西藏天路,XZTL,1010,101001,2001-01-16,2038-01-01
SHSE.600327,SHSE,600327,大东方,DDF,1010,101001,2002-06-25,2038-01-01
SHSE.600328,SHSE,600328,中盐化工,ZYHG,1010,101001,2000-12-22,2038-01-01
SHSE.600329,SHSE,600329,达仁堂,DRT,1010,101001,2001-06-06,2038-01-01
SHSE.600330,SHSE,600330,天通股份,TTGF,1010,101001,2001-01-18,2038-01-01
SHSE.600331,SHSE,600331,宏达股份,HDGF,1010,101001,2001-12-20,2038-01-01
SHSE.600332,SHSE,600332,白云山,BYS,1010,101001,2001-02-06,2038-01-01
SHSE.600333,SHSE,600333,长春燃气,CCRQ,1010,101001,2000-12-11,2038-01-01
SHSE.600335,SHSE,600335,国机汽车,GJQC,1010,101001,2001-03-05,2038-01-01
SHSE.600336,SHSE,600336,澳柯玛,AKM,1010,101001,2000-12-29,2038-01-01
SHSE.600337,SHSE,600337,美克家居,MKJJ,1010,101001,2000-11-27,2038-01-01
SHSE.600338,SHSE,600338,西藏珠峰,XZZF,1010,101001,2000-12-27,2038-01-01
SHSE.600339,SHSE,600339,中油工程,ZYGC,1010,101001,2000-12-25,2038-01-01
SHSE.600340,SHSE,600340,华夏幸福,HXXF,1010,101001,2003-12-30,2038-01-01
SHSE.600343,SHSE,600343,航天动力,HTDL,1010,101001,2003-04-08,2038-01-01
SHSE.600345,SHSE,600345,长江通信,CJTX,1010,101001,2000-12-22,2038-01-01
SHSE.600346,SHSE,600346,恒力石化,HLSH,1010,101001,2001-08-20,2038-01-01
SHSE.600348,SHSE,600348,华阳股份,HYGF,1010,101001,2003-08-21,2038-01-01
SHSE.600350,SHSE,600350,山东高速,SDGS,1010,101001,2002-03-18,2038-01-01
SHSE.600351,SHSE,600351,亚宝药业,YBYY,1010,101001,2002-09-26,2038-01-01
SHSE.600352,SHSE,600352,浙江龙盛,ZJLS,1010,101001,2003-08-01,2038-01-01
SHSE.600353,SHSE,600353,旭光电子,XGDZ,1010,101001,2002-11-20,2038-01-01
SHSE.600354,SHSE,600354,敦煌种业,DHZY,1010,101001,2004-01-15,2038-01-01
SHSE.600355,SHSE,600355,精伦电子,JLDZ,1010,101001,2002-06-13,2038-01-01
SHSE.600356,SHSE,600356,恒丰纸业,HFZY,1010,101001,2001-04-19,2038-01-01
SHSE.600358,SHSE,600358,国旅联合,GLLH,1010,101001,2000-09-22,2038-01-01
SHSE.600359,SHSE,600359,新农开发,XNKF,1010,101001,1999-04-29,2038-01-01
SHSE.600360,SHSE,600360,ST华微,STHW,1010,101001,2001-03-16,2038-01-01
SHSE.600361,SHSE,600361,创新新材,CXXC,1010,101001,2001-11-29,2038-01-01
SHSE.600362,SHSE,600362,江西铜业,JXTY,1010,101001,2002-01-11,2038-01-01
SHSE.600363,SHSE,600363,联创光电,LCGD,1010,101001,2001-03-29,2038-01-01
SHSE.600365,SHSE,600365,ST通葡,STTP,1010,101001,2001-01-15,2038-01-01
SHSE.600366,SHSE,600366,宁波韵升,NBYS,1010,101001,2000-10-30,2038-01-01
SHSE.600367,SHSE,600367,红星发展,HXFZ,1010,101001,2001-03-20,2038-01-01
SHSE.600368,SHSE,600368,五洲交通,WZJT,1010,101001,2000-12-21,2038-01-01
SHSE.600369,SHSE,600369,西南证券,XNZQ,1010,101001,2001-01-09,2038-01-01
SHSE.600370,SHSE,600370,三房巷,SFX,1010,101001,2003-03-06,2038-01-01
SHSE.600371,SHSE,600371,万向德农,WXDN,1010,101001,2002-09-16,2038-01-01
SHSE.600372,SHSE,600372,中航机载,ZHJZ,1010,101001,2001-07-06,2038-01-01
SHSE.600373,SHSE,600373,中文传媒,ZWCM,1010,101001,2002-03-04,2038-01-01
SHSE.600375,SHSE,600375,*ST汉马,STHM,1010,101001,2003-04-01,2038-01-01
SHSE.600376,SHSE,600376,首开股份,SKGF,1010,101001,2001-03-12,2038-01-01
SHSE.600377,SHSE,600377,宁沪高速,NHGS,1010,101001,2001-01-16,2038-01-01
SHSE.600378,SHSE,600378,昊华科技,HHKJ,1010,101001,2001-01-11,2038-01-01
SHSE.600379,SHSE,600379,宝光股份,BGGF,1010,101001,2002-01-16,2038-01-01
SHSE.600380,SHSE,600380,健康元,JKY,1010,101001,2001-06-08,2038-01-01
SHSE.600381,SHSE,600381,ST春天,STCT,1010,101001,2001-05-08,2038-01-01
SHSE.600382,SHSE,600382,广东明珠,GDMZ,1010,101001,2001-01-18,2038-01-01
SHSE.600383,SHSE,600383,金地集团,JDJT,1010,101001,2001-04-12,2038-01-01
SHSE.600386,SHSE,600386,北巴传媒,BBCM,1010,101001,2001-02-16,2038-01-01
SHSE.600387,SHSE,600387,*ST海越,STHY,1010,101001,2004-02-18,2038-01-01
